CustomerKey,VisitNumber,TicketDate,TicketTime,PriorVisits,SaleLines,ReturnLines,GiftCardLines,NetAmount,NetRetailAmount,NetQSRAmount,DiscountAmount,StationGroup,UniqueItems,UniqueCategories,ReturnedBags,BoughtProduce,WillReturn
883099,1,2014-04-30,17:02:50,0,7,0,0,68.17,68.17,0.0,0.0,Front End,7,6,False,True,False
942894,135,2014-04-30,17:05:39,134,3,0,0,18.11,18.11,0.0,0.0,Front End,3,1,False,True,True
454785,120,2014-04-30,17:08:43,119,10,0,0,35.98,35.98,0.0,0.0,Front End,6,4,False,False,True
937795,1,2014-04-30,17:21:18,0,1,0,0,5.5,5.5,0.0,0.0,Front End,1,1,False,True,True
99031,28,2014-04-30,17:23:35,27,8,0,0,25.98,25.98,0.0,0.0,Front End,7,6,False,True,True
284606,5,2014-04-30,17:27:06,4,6,0,0,29.41,29.41,0.0,0.0,Front End,6,6,False,True,True
413610,1,2014-04-30,17:30:20,0,9,0,0,181.85,181.85,0.0,0.0,Front End,9,5,False,False,False
967062,1,2014-04-30,17:36:24,0,4,0,0,15.18,15.18,0.0,0.0,Front End,4,4,False,False,False
528906,3,2014-04-30,17:43:06,2,14,0,0,132.85,132.85,0.0,0.0,Front End,12,7,False,False,False
113370,8,2014-04-30,17:44:51,7,3,0,0,23.51,0.0,23.51,0.0,Front End,3,1,False,False,True
14113,11,2014-04-30,17:48:54,10,7,0,0,48.61,29.94,18.67,0.0,Front End,7,4,False,True,True
187510,1,2014-04-30,18:07:39,0,3,0,0,19.4,19.4,0.0,0.0,Front End,3,2,False,False,False
431100,3,2014-04-30,18:09:19,2,3,0,0,22.71,9.17,13.54,0.0,Front End,3,3,False,True,True
769134,3,2014-04-30,18:16:10,2,3,0,0,28.62,28.62,0.0,0.0,Front End,3,3,False,False,True
401615,98,2014-04-30,18:21:31,97,3,0,0,8.85,8.85,0.0,0.0,Front End,3,3,False,False,True
188755,30,2014-04-30,18:23:34,29,4,0,0,18.3,18.3,0.0,0.0,Front End,4,4,False,True,True
650782,4,2014-04-30,18:25:02,3,6,0,0,17.31,17.31,0.0,0.0,Front End,6,3,False,True,True
692484,12,2014-04-30,18:36:45,11,6,0,0,42.14,42.14,0.0,0.0,Front End,6,5,False,True,True
274489,11,2014-04-30,18:39:06,10,4,0,0,27.63,6.8,20.83,0.0,Front End,4,2,False,False,True
774776,15,2014-04-30,18:40:42,14,5,0,0,81.73,81.73,0.0,0.0,Front End,5,4,False,True,True
414446,115,2014-04-30,18:44:24,114,7,0,0,17.82,17.82,0.0,0.0,Front End,6,1,False,True,True
94174,75,2014-04-30,14:51:16,74,9,0,0,50.36,50.36,0.0,0.0,Front End,9,5,False,True,True
208793,2,2014-04-30,14:57:33,1,1,0,0,6.8,6.8,0.0,0.0,Front End,1,1,False,False,False
120385,33,2014-04-30,15:03:03,32,9,0,0,52.91,52.91,0.0,0.0,Front End,9,7,False,True,True
917190,4,2014-04-30,15:07:09,3,3,0,0,17.85,17.85,0.0,0.0,Front End,3,2,False,True,True
830569,1,2014-04-30,15:13:00,0,16,0,0,107.11,107.11,0.0,0.0,Front End,14,6,False,True,False
848614,1,2014-04-30,15:16:41,0,7,0,0,58.38,58.38,0.0,0.0,Front End,7,5,False,False,True
461517,8,2014-04-30,15:24:59,7,4,0,0,12.75,12.75,0.0,0.0,Front End,3,2,False,True,True
936604,5,2014-04-30,15:33:04,4,4,0,0,27.6,27.6,0.0,0.0,Front End,3,3,False,False,True
923188,1,2014-04-30,15:36:13,0,6,0,0,38.6,38.6,0.0,0.0,Front End,5,4,False,False,False
940080,1,2014-04-30,15:42:47,0,5,0,0,59.0,59.0,0.0,0.0,Front End,5,1,False,False,True
833145,1,2014-04-30,15:46:34,0,10,0,0,79.05,79.05,0.0,0.0,Front End,10,6,False,True,False
268103,1,2014-04-30,15:49:02,0,8,0,0,35.13,35.13,0.0,0.0,Front End,8,7,False,True,False
359650,9,2014-04-30,15:50:57,8,5,0,0,17.44,17.44,0.0,0.0,Front End,5,3,False,True,False
456628,47,2014-04-30,15:54:10,46,3,0,0,28.27,28.27,0.0,0.0,Front End,3,2,False,False,True
801505,1,2014-04-30,16:01:56,0,27,0,0,238.65,218.73,19.92,0.0,Front End,20,9,False,True,False
731692,77,2014-04-30,16:05:02,76,7,0,0,29.18,29.18,0.0,0.0,Front End,7,6,False,True,True
244815,11,2014-04-30,16:07:44,10,7,0,0,116.85,116.85,0.0,0.0,Front End,6,5,False,True,True
785271,1,2014-04-30,16:13:59,0,1,0,0,3.2,3.2,0.0,0.0,Front End,1,1,False,False,False
256344,15,2014-04-30,16:15:28,14,3,0,0,31.79,31.79,0.0,0.0,Front End,3,3,False,True,True
302921,2,2014-04-30,16:21:59,1,6,0,0,29.09,29.09,0.0,0.0,Front End,6,5,False,True,False
371005,42,2014-04-30,16:24:09,41,3,0,0,5.94,5.94,0.0,0.0,Front End,3,2,False,False,True
879005,1,2014-04-30,16:25:55,0,4,0,0,29.36,29.36,0.0,0.0,Front End,4,2,False,True,False
130515,7,2014-04-30,16:27:52,6,7,0,0,97.18,97.18,0.0,0.0,Front End,4,2,False,False,False
116965,4,2014-04-30,16:30:34,3,4,0,0,50.43,50.43,0.0,0.0,Front End,4,2,False,False,True
374773,2,2014-04-30,16:35:55,1,5,0,0,41.0,41.0,0.0,0.0,Front End,2,2,False,False,False
752586,1,2014-04-30,16:44:35,0,2,0,0,38.21,38.21,0.0,0.0,Front End,2,1,False,False,False
857500,17,2014-04-30,16:48:47,16,4,0,0,14.11,14.11,0.0,3.53,Front End,4,1,False,True,True
315968,1,2014-04-30,16:53:47,0,5,0,0,32.31,32.31,0.0,0.0,Front End,5,5,False,False,True
884735,1,2014-04-30,17:00:06,0,11,0,0,79.73,79.73,0.0,0.0,Front End,11,6,False,False,False
140878,5,2014-04-30,17:09:12,4,5,0,0,64.04,64.04,0.0,0.0,Front End,4,3,False,False,False
277494,1,2014-04-30,17:16:02,0,8,0,0,52.92,52.92,0.0,0.0,Front End,8,7,False,True,True
284640,41,2014-04-30,17:23:28,40,12,0,0,40.34,40.34,0.0,0.0,Front End,12,5,False,True,True
795547,3,2014-04-30,17:25:49,2,1,0,0,17.03,17.03,0.0,0.0,Front End,1,1,False,False,True
779064,1,2014-04-30,17:29:42,0,4,0,0,16.58,16.58,0.0,0.0,Front End,4,2,False,True,False
830268,2,2014-04-30,17:31:32,1,2,0,0,17.67,17.67,0.0,0.0,Front End,2,1,False,False,False
848394,1,2014-04-30,17:40:26,0,15,0,0,104.31,104.31,0.0,0.0,Front End,14,8,False,True,True
639323,5,2014-04-30,17:42:02,4,4,0,0,18.79,18.79,0.0,0.0,Front End,4,4,False,True,True
235088,4,2014-04-30,17:43:36,3,3,0,0,14.25,14.25,0.0,0.0,Front End,3,2,False,True,True
129199,16,2014-05-07,15:59:30,15,1,0,0,14.8,0.0,14.8,0.0,Other,1,1,False,False,True
197784,3,2014-05-07,16:01:14,2,2,0,0,16.55,1.75,14.8,0.0,Other,2,2,False,True,True
146071,1,2014-05-07,16:13:39,0,1,0,0,4.85,4.85,0.0,0.0,Other,1,1,False,True,False
44481,1,2014-05-07,16:25:57,0,4,0,0,29.55,0.0,29.55,0.0,Other,4,1,False,False,False
74769,25,2014-05-07,16:29:42,24,2,0,0,16.39,0.0,16.39,4.1,Other,2,1,False,False,True
340593,1,2014-05-07,16:30:28,0,1,0,0,59.2,0.0,59.2,0.0,Other,1,1,False,False,False
463827,10,2014-05-07,16:35:34,9,1,0,0,11.37,0.0,11.37,0.0,Other,1,1,False,False,True
232181,1,2014-05-07,16:41:12,0,4,0,0,26.67,0.0,26.67,0.0,Other,4,1,False,False,True
291524,2,2014-05-07,16:45:09,1,2,0,0,25.78,2.18,23.6,0.0,Other,2,2,False,False,False
629833,1,2014-05-07,16:53:35,0,5,0,0,50.01,38.61,11.4,0.0,Other,5,3,False,False,False
456374,15,2014-05-07,16:57:28,14,2,0,0,28.95,7.8,21.15,0.0,Other,2,2,False,False,True
515390,4,2014-05-07,16:58:16,3,2,0,0,19.61,0.0,19.61,0.0,Other,2,1,False,False,True
304284,1,2014-05-07,11:02:28,0,6,0,0,25.85,6.25,17.6,0.0,Other,4,4,False,True,False
828173,1,2014-05-07,11:04:47,0,1,0,0,11.8,0.0,11.8,0.0,Other,1,1,False,False,True
321207,11,2014-05-07,11:07:44,10,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,True
101774,1,2014-05-07,11:08:31,0,2,0,0,12.8,2.0,10.8,0.0,Other,2,2,False,False,True
431229,1,2014-05-07,11:11:58,0,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
811619,2,2014-05-07,11:16:13,1,4,0,0,11.3,0.0,10.3,0.0,Other,4,2,False,False,False
258732,1,2014-05-07,11:17:53,0,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,False
958784,1,2014-05-07,11:19:42,0,2,0,0,12.98,2.18,10.8,0.0,Other,2,2,False,False,False
398040,4,2014-05-07,11:20:14,3,1,0,0,8.8,0.0,8.8,0.0,Other,1,1,False,False,True
418530,7,2014-05-07,11:20:49,6,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,True
163945,1,2014-05-07,11:25:18,0,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,False
469822,1,2014-05-07,11:43:44,0,2,0,0,9.8,1.0,8.8,0.0,Other,2,2,False,False,False
464612,1,2014-05-07,11:47:32,0,2,0,0,11.98,2.18,9.8,0.0,Other,2,2,False,False,True
339396,1,2014-05-07,11:51:11,0,2,0,0,11.98,2.18,9.8,0.0,Other,2,2,False,False,False
440508,1,2014-05-07,11:51:56,0,2,0,0,13.8,0.0,12.8,0.0,Other,2,2,False,False,False
126938,2,2014-05-07,11:53:30,1,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,True
90985,17,2014-05-07,11:58:22,16,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,True
539663,1,2014-05-07,12:02:43,0,2,0,0,19.6,0.0,19.6,0.0,Other,2,1,False,False,False
16844,1,2014-05-07,12:05:09,0,10,0,0,56.4,12.2,44.2,0.0,Other,9,2,False,False,False
96849,2,2014-05-07,12:06:02,1,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,False
532993,2,2014-05-07,12:08:08,1,1,0,0,8.8,0.0,8.8,0.0,Other,1,1,False,False,True
687280,2,2014-05-07,12:10:01,1,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,True
584323,1,2014-05-07,12:10:37,0,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,False
111469,4,2014-05-07,12:11:07,3,1,0,0,8.8,0.0,8.8,0.0,Other,1,1,False,False,True
828935,1,2014-05-07,12:13:08,0,3,0,0,29.78,16.98,12.8,0.0,Other,3,3,False,False,False
361565,1,2014-05-07,12:14:54,0,2,0,0,13.05,4.25,8.8,0.0,Other,2,2,False,True,False
845190,4,2014-05-07,12:16:28,3,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,True
625535,1,2014-05-07,12:17:13,0,2,0,0,19.6,0.0,19.6,0.0,Other,2,1,False,False,True
92803,1,2014-05-07,12:21:49,0,2,0,0,10.98,2.18,8.8,0.0,Other,2,2,False,False,False
372969,1,2014-05-07,12:25:43,0,6,0,0,54.1,10.9,43.2,0.0,Other,4,2,False,False,False
172734,3,2014-05-07,12:27:55,2,2,0,0,14.98,2.18,12.8,0.0,Other,2,2,False,False,True
203060,2,2014-05-07,12:28:42,1,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
531986,1,2014-05-07,12:29:28,0,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
816881,3,2014-05-07,12:30:15,2,3,0,0,11.8,1.0,9.8,0.0,Other,3,3,False,False,True
932759,17,2014-05-07,12:32:00,16,2,0,0,9.8,0.0,8.8,0.0,Other,2,2,False,False,True
954025,2,2014-05-07,12:33:27,1,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,True
504425,5,2014-05-07,12:35:02,4,1,0,0,8.8,0.0,8.8,0.0,Other,1,1,False,False,True
448566,12,2014-05-07,12:35:28,11,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
863626,2,2014-05-07,12:37:49,1,10,0,0,131.02,39.62,91.4,0.0,Other,10,4,False,True,False
458231,6,2014-05-07,12:39:10,5,2,0,0,10.8,0.0,10.8,0.0,Other,2,1,False,False,True
254576,1,2014-05-07,12:39:46,0,3,0,0,36.4,0.0,36.4,0.0,Other,3,1,False,False,False
257369,5,2014-05-07,12:40:40,4,3,0,0,16.18,2.18,14.0,0.0,Other,3,2,False,False,False
713099,1,2014-05-07,12:41:16,0,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,True
79481,1,2014-05-07,12:42:52,0,4,0,0,24.96,4.36,20.6,0.0,Other,4,2,False,False,False
440298,1,2014-05-07,12:43:28,0,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,False
288812,1,2014-05-07,12:44:11,0,2,0,0,14.8,0.0,14.8,0.0,Other,2,1,False,False,False
167704,1,2014-05-07,12:45:41,0,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,False
406896,2,2014-05-07,12:48:01,1,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
613126,1,2014-05-07,12:48:59,0,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,False
858271,1,2014-05-07,12:50:51,0,2,0,0,12.9,2.1,10.8,0.0,Other,2,2,False,False,True
604379,1,2014-05-07,12:51:46,0,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,False
669974,1,2014-05-07,12:52:38,0,4,0,0,44.2,0.0,44.2,0.0,Other,4,1,False,False,True
866631,1,2014-05-07,12:53:18,0,2,0,0,19.6,0.0,19.6,0.0,Other,2,1,False,False,True
265598,22,2014-05-07,12:57:10,21,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,True
574694,1,2014-05-07,12:59:56,0,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,False
897165,1,2014-05-07,13:00:59,0,4,0,0,25.56,3.96,21.6,0.0,Other,4,2,False,False,False
931145,1,2014-05-07,13:01:51,0,3,0,0,12.9,4.1,8.8,0.0,Other,3,3,False,False,False
184085,1,2014-05-07,13:06:36,0,2,0,0,11.28,1.48,9.8,0.0,Other,2,2,False,False,False
73121,1,2014-05-07,13:07:16,0,2,0,0,11.28,1.48,9.8,0.0,Other,2,2,False,False,False
27959,1,2014-05-07,13:08:23,0,2,0,0,11.28,1.48,9.8,0.0,Other,2,2,False,False,True
266885,1,2014-05-07,13:08:49,0,2,0,0,18.6,0.0,18.6,0.0,Other,2,1,False,False,False
278596,1,2014-05-07,13:10:15,0,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,False
808161,6,2014-05-07,13:12:09,5,2,0,0,12.28,1.48,10.8,0.0,Other,2,2,False,False,True
101396,4,2014-05-07,13:12:49,3,2,0,0,14.28,1.48,12.8,0.0,Other,2,2,False,False,True
317207,1,2014-05-07,13:16:19,0,4,0,0,25.56,2.96,22.6,0.0,Other,4,2,False,False,False
932327,1,2014-05-07,13:17:24,0,1,0,0,8.8,0.0,8.8,0.0,Other,1,1,False,False,False
5870,1,2014-05-07,13:18:30,0,2,0,0,14.0,0.0,14.0,0.0,Other,2,1,False,False,True
383255,1,2014-05-07,13:19:34,0,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,False
425532,1,2014-05-07,13:21:25,0,1,0,0,6.0,0.0,6.0,0.0,Other,1,1,False,False,True
285902,1,2014-05-07,13:22:14,0,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,False
124727,14,2014-05-07,13:22:46,13,1,0,0,8.8,0.0,8.8,0.0,Other,1,1,False,False,True
94470,7,2014-05-07,13:23:12,6,1,0,0,21.6,0.0,21.6,0.0,Other,1,1,False,False,True
902897,8,2014-05-07,13:25:39,7,2,0,0,13.8,0.0,12.8,0.0,Other,2,2,False,False,True
4986,1,2014-05-07,13:28:13,0,2,0,0,11.8,2.0,9.8,0.0,Other,2,2,False,False,False
413818,3,2014-05-07,13:29:26,2,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,True
283215,1,2014-05-07,13:29:50,0,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,False
65383,1,2014-05-07,13:30:32,0,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,False
694823,6,2014-05-07,13:30:57,5,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,False
680661,1,2014-05-07,13:31:40,0,4,0,0,23.6,2.0,21.6,0.0,Other,4,3,False,False,True
571081,3,2014-05-07,13:33:08,2,1,0,0,8.8,0.0,8.8,0.0,Other,1,1,False,False,True
315454,1,2014-05-07,13:34:25,0,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,False
499533,15,2014-05-07,13:35:04,14,3,0,0,21.6,0.0,21.6,0.0,Other,3,1,False,False,False
878653,1,2014-05-07,13:35:58,0,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,False
34623,2,2014-05-07,13:36:46,1,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,False
624968,1,2014-05-07,13:38:09,0,2,0,0,12.8,2.0,10.8,0.0,Other,2,2,False,False,False
651671,1,2014-05-07,13:39:55,0,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,True
898109,1,2014-05-07,13:40:31,0,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,False
516985,1,2014-05-07,13:40:55,0,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,False
802724,1,2014-05-07,13:41:51,0,5,0,0,27.5,4.2,23.3,0.0,Other,4,2,False,False,False
691729,1,2014-05-07,13:43:00,0,2,0,0,10.98,2.18,8.8,0.0,Other,2,2,False,False,True
699708,1,2014-05-07,13:43:48,0,2,0,0,14.98,2.18,12.8,0.0,Other,2,2,False,False,False
822016,1,2014-05-07,13:45:30,0,3,0,0,19.96,0.0,19.96,0.0,Other,3,2,False,False,True
976663,3,2014-05-07,13:46:45,2,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,True
873262,7,2014-05-07,13:47:26,6,3,0,0,14.98,4.18,10.8,0.0,Other,3,3,False,False,True
179126,1,2014-05-07,13:48:32,0,2,0,0,14.28,1.48,12.8,0.0,Other,2,2,False,False,False
603257,1,2014-05-07,13:48:58,0,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,False
828582,10,2014-05-07,13:50:00,9,1,0,0,8.64,0.0,8.64,2.16,Other,1,1,False,False,True
981606,6,2014-05-07,13:53:00,5,2,0,0,19.6,9.8,9.8,0.0,Other,2,2,False,False,True
387225,2,2014-05-07,13:53:43,1,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,True
873065,1,2014-05-07,13:54:46,0,2,0,0,12.98,2.18,10.8,0.0,Other,2,2,False,False,False
335981,1,2014-05-07,13:55:28,0,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
121904,1,2014-05-07,13:57:25,0,2,0,0,11.8,2.0,9.8,0.0,Other,2,2,False,False,False
204568,1,2014-05-07,13:58:47,0,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
53155,1,2014-05-07,13:59:18,0,2,0,0,11.28,2.48,8.8,0.0,Other,2,2,False,False,True
335981,2,2014-05-07,14:00:34,1,1,0,0,3.5,3.5,0.0,0.0,Other,1,1,False,True,False
594468,3,2014-05-07,14:01:11,2,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,True
222774,2,2014-05-07,14:05:14,1,2,0,0,34.4,0.0,34.4,0.0,Other,2,1,False,False,False
446398,2,2014-05-07,14:05:48,1,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
607304,13,2014-05-07,14:07:20,12,1,0,0,13.8,0.0,13.8,0.0,Other,1,1,False,False,True
898520,1,2014-05-07,14:09:38,0,2,0,0,22.6,0.0,22.6,0.0,Other,2,1,False,False,False
968398,1,2014-05-07,14:10:49,0,4,0,0,31.58,20.78,10.8,0.0,Other,4,3,False,False,False
924961,1,2014-05-07,14:11:28,0,1,0,0,5.98,5.98,0.0,0.0,Other,1,1,False,False,False
341125,2,2014-05-07,14:12:57,1,1,0,0,11.8,0.0,11.8,0.0,Other,1,1,False,False,True
124419,1,2014-05-07,14:14:05,0,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
918269,2,2014-05-07,14:14:36,1,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,True
455519,2,2014-05-07,14:15:48,1,2,0,0,15.93,15.93,0.0,0.0,Other,2,2,False,True,True
187908,1,2014-05-07,14:18:29,0,2,0,0,15.28,2.48,12.8,0.0,Other,2,2,False,False,False
609181,1,2014-05-07,14:19:04,0,2,0,0,8.21,8.21,0.0,0.0,Other,2,2,False,True,False
282891,1,2014-05-07,14:19:33,0,2,0,0,19.6,0.0,19.6,0.0,Other,2,1,False,False,False
629851,2,2014-05-07,14:20:13,1,1,0,0,2.18,2.18,0.0,0.0,Other,1,1,False,False,True
176162,3,2014-05-07,14:20:42,2,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
114450,2,2014-05-07,14:26:01,1,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,False
226844,1,2014-05-07,14:26:58,0,1,0,0,8.8,0.0,8.8,0.0,Other,1,1,False,False,False
91038,1,2014-05-07,14:27:45,0,2,0,0,10.98,2.18,8.8,0.0,Other,2,2,False,False,False
117234,1,2014-05-07,14:30:48,0,3,0,0,12.98,4.18,8.8,0.0,Other,3,3,False,False,False
86412,1,2014-05-07,14:32:11,0,2,0,0,15.16,4.36,10.8,0.0,Other,2,2,False,False,False
496503,2,2014-05-07,14:33:08,1,2,0,0,20.6,0.0,20.6,0.0,Other,2,1,False,False,False
734912,1,2014-05-07,14:35:00,0,6,0,0,54.96,54.96,0.0,0.0,Other,6,2,False,False,False
68115,6,2014-05-07,14:37:40,5,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
750485,1,2014-05-07,14:38:48,0,1,0,0,11.8,0.0,11.8,0.0,Other,1,1,False,False,False
360692,2,2014-05-07,14:40:04,1,2,0,0,10.8,2.0,8.8,0.0,Other,2,2,False,False,True
871576,2,2014-05-07,14:41:10,1,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,False
248737,24,2014-05-07,14:42:38,23,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,True
519273,1,2014-05-07,14:50:02,0,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,False
657957,2,2014-05-07,14:53:56,1,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,False
687191,7,2014-05-07,14:56:24,6,3,0,0,10.8,1.0,9.8,0.0,Other,3,2,False,False,False
280401,1,2014-05-07,15:06:36,0,2,0,0,12.28,1.48,10.8,0.0,Other,2,2,False,False,False
603903,1,2014-05-07,15:10:09,0,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,True
861143,5,2014-05-07,15:19:52,4,3,0,0,12.4,12.4,0.0,0.0,Other,3,2,False,False,True
352070,2,2014-05-07,15:22:17,1,4,0,0,27.96,6.36,21.6,0.0,Other,3,3,False,False,False
734259,1,2014-05-07,15:27:33,0,1,0,0,8.8,0.0,8.8,0.0,Other,1,1,False,False,False
365492,1,2014-05-07,15:35:43,0,1,0,0,23.6,23.6,0.0,0.0,Other,1,1,False,False,False
551821,3,2014-05-07,15:36:42,2,5,0,0,34.26,34.26,0.0,0.0,Other,5,3,False,False,False
321886,4,2014-05-07,15:38:07,3,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,False
476320,4,2014-05-07,15:44:07,3,1,0,0,11.8,0.0,11.8,0.0,Other,1,1,False,False,True
726626,1,2014-05-07,15:50:47,0,2,0,0,17.6,5.8,11.8,0.0,Other,2,2,False,False,True
726626,2,2014-05-07,15:54:16,1,3,0,0,11.92,11.92,0.0,0.0,Other,3,1,False,False,True
761056,1,2014-05-07,16:03:46,0,2,0,0,19.6,0.0,19.6,0.0,Other,2,1,False,False,False
939763,5,2014-05-07,16:05:17,4,6,0,0,30.64,30.64,0.0,0.0,Other,6,4,False,True,False
447375,1,2014-05-07,16:08:23,0,2,0,0,18.6,0.0,18.6,0.0,Other,2,1,False,False,True
647402,1,2014-05-07,16:10:22,0,4,0,0,30.67,30.67,0.0,0.0,Other,4,2,False,False,False
944143,2,2014-05-07,16:28:56,1,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,False
707352,8,2014-05-07,16:39:54,7,3,0,0,54.8,54.8,0.0,0.0,Other,3,1,False,False,True
157194,6,2014-05-07,16:40:38,5,2,0,0,11.6,11.6,0.0,0.0,Other,2,1,False,False,True
567747,1,2014-05-07,16:41:30,0,4,0,0,12.3,2.0,9.3,0.0,Other,4,3,False,False,False
244428,1,2014-05-07,16:47:12,0,2,0,0,11.98,2.18,9.8,0.0,Other,2,2,False,False,False
541168,5,2014-05-07,16:48:20,4,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,True
589645,6,2014-05-07,16:49:21,5,2,0,0,12.28,1.48,10.8,0.0,Other,2,2,False,False,True
273735,1,2014-05-07,16:56:41,0,5,0,0,26.44,23.24,3.2,0.0,Other,5,3,False,True,False
597337,1,2014-05-07,15:48:00,0,1,0,1,12.78,12.78,0.0,0.0,Other,1,1,False,False,False
610285,2,2014-05-07,16:49:45,1,1,0,1,10.0,10.0,0.0,0.0,Other,1,1,False,False,False
58573,1,2014-05-07,22:31:40,0,1,0,1,15.13,15.13,0.0,0.0,Other,1,1,False,False,False
119957,1,2014-05-08,15:50:34,0,6,0,0,27.98,27.98,0.0,0.0,Front End,6,5,False,False,False
462608,1,2014-05-08,15:52:25,0,4,0,0,24.62,24.62,0.0,0.0,Front End,4,3,False,False,False
126756,1,2014-05-08,15:54:54,0,2,0,0,18.98,18.98,0.0,0.0,Front End,2,2,False,True,True
532896,1,2014-05-08,15:58:17,0,16,0,0,73.55,73.55,0.0,0.0,Front End,16,8,False,True,False
895783,1,2014-05-08,15:59:08,0,1,0,0,9.8,9.8,0.0,0.0,Front End,1,1,False,False,False
217973,6,2014-05-08,16:00:35,5,1,0,0,2.83,2.83,0.0,0.0,Front End,1,1,False,True,True
447698,3,2014-05-08,16:04:52,2,8,0,0,23.15,23.15,0.0,0.0,Front End,8,6,False,True,True
943189,1,2014-05-08,16:06:29,0,3,0,0,12.05,12.05,0.0,0.0,Front End,3,3,False,True,False
205523,1,2014-05-08,16:12:39,0,4,0,0,114.8,114.8,0.0,0.0,Front End,4,2,False,True,False
527888,12,2014-05-08,16:14:01,11,5,0,0,23.57,23.57,0.0,0.0,Front End,5,4,False,True,True
616507,1,2014-05-08,16:18:32,0,3,0,0,31.59,31.59,0.0,0.0,Front End,3,3,False,False,False
137047,21,2014-05-08,16:24:13,20,8,0,0,79.7,79.7,0.0,0.0,Front End,8,4,False,True,True
383310,20,2014-05-08,16:27:04,19,6,0,0,48.69,48.69,0.0,0.0,Front End,6,4,False,True,True
514568,1,2014-05-08,16:31:10,0,1,0,0,9.8,9.8,0.0,0.0,Front End,1,1,False,False,False
576452,8,2014-05-08,16:35:20,7,5,0,0,15.04,15.04,0.0,0.0,Front End,5,1,False,True,True
485903,8,2014-05-08,16:36:48,7,3,0,0,9.15,9.15,0.0,0.0,Front End,3,2,False,True,True
153562,1,2014-05-08,16:40:33,0,15,0,0,84.62,84.62,0.0,0.0,Front End,15,9,False,True,False
