CustomerKey,VisitNumber,TicketDate,TicketTime,PriorVisits,SaleLines,ReturnLines,GiftCardLines,ProduceLines,MeatLines,FishLines,OilLines,FreshPastaLines,SAFOLines,RotisserieLines,NetAmount,NetRetailAmount,NetQSRAmount,DiscountAmount,StationGroup,UniqueItems,UniqueCategories,ReturnedBags,TopItemLines,RepeatProducts,WillReturn
218475,1,2015-07-16,18:44:29,0,2,0,0,0,0,0,0,0,0,0,28.93,28.93,0.0,0.0,Front End,2,2,False,0,0,False
854055,2,2015-07-16,18:47:42,1,3,0,0,0,0,0,0,0,2,0,17.43,17.43,0.0,0.0,Front End,3,3,False,2,0,True
654320,1,2015-07-16,18:50:17,0,6,0,0,0,2,1,0,0,3,0,65.88,65.88,0.0,0.0,Front End,6,4,False,0,0,True
455839,7,2015-07-16,18:53:04,6,12,0,0,3,0,0,1,0,4,0,86.43,86.43,0.0,0.0,Front End,8,4,False,3,5,False
750804,4,2015-07-16,18:57:43,3,9,0,0,5,0,0,0,0,0,4,45.27,17.5,27.77,0.0,Front End,9,3,False,2,1,False
659976,1,2015-07-16,18:59:48,0,8,0,0,0,0,0,1,0,4,0,58.66,58.66,0.0,0.0,Front End,8,6,False,2,0,False
315163,1,2015-07-16,19:01:42,0,8,0,0,3,0,0,0,0,1,3,53.66,25.07,28.59,0.0,Front End,8,5,False,5,0,False
175469,6,2015-07-16,19:23:35,5,2,0,0,0,2,0,0,0,0,0,21.47,21.47,0.0,0.0,Front End,2,1,False,0,0,True
942610,1,2015-07-16,19:25:24,0,2,0,0,0,0,0,0,0,0,0,11.6,11.6,0.0,0.0,Front End,2,1,False,0,0,False
575844,1,2015-07-16,19:29:43,0,15,0,0,6,0,0,0,0,5,2,99.52,70.9,28.62,0.0,Front End,12,6,False,7,0,True
639556,2,2015-07-16,20:05:40,1,19,0,0,4,0,0,0,1,6,1,150.87,141.37,9.5,0.0,Front End,18,9,False,5,1,False
28795,2,2015-07-16,20:12:35,1,15,0,0,0,0,0,0,2,0,0,93.19,93.19,0.0,0.0,Front End,8,2,False,0,1,False
542169,21,2015-07-16,20:15:32,20,3,0,0,3,0,0,0,0,0,0,19.41,19.41,0.0,0.0,Front End,3,2,False,0,0,True
871979,1,2015-07-16,20:17:13,0,3,0,0,1,2,0,0,0,0,0,26.42,26.42,0.0,0.0,Front End,3,2,False,0,0,True
548170,26,2015-07-16,20:19:08,25,7,0,0,6,0,0,0,0,0,0,40.21,40.21,0.0,0.0,Front End,7,3,False,4,0,True
656094,1,2015-07-16,20:23:56,0,3,0,0,0,1,0,0,0,0,0,24.13,24.13,0.0,0.0,Front End,3,3,False,0,0,False
823901,1,2015-07-16,20:24:53,0,1,1,0,1,0,0,0,0,0,0,1.15,1.2,0.0,0.0,Front End,2,2,True,1,0,True
449620,7,2015-07-16,20:26:22,6,1,1,0,0,0,0,0,0,1,0,19.72,19.77,0.0,0.0,Front End,2,2,True,1,0,True
505848,2,2015-07-16,20:27:21,1,5,0,0,3,0,0,0,0,1,0,22.18,22.18,0.0,0.0,Front End,5,3,False,1,0,False
457641,20,2015-07-16,20:28:52,19,7,0,0,3,1,0,0,0,0,0,24.48,24.48,0.0,0.0,Front End,6,4,False,2,1,True
546292,15,2015-07-16,20:29:47,14,5,0,0,3,1,0,0,0,1,0,45.25,45.25,0.0,0.0,Front End,5,4,False,2,0,True
360288,17,2015-07-16,20:48:50,16,2,0,0,0,0,0,0,1,1,0,18.67,18.67,0.0,0.0,Front End,2,2,False,1,2,True
272935,1,2015-07-16,20:49:44,0,2,0,0,0,0,0,0,0,1,0,66.77,66.77,0.0,0.0,Front End,2,2,False,0,0,False
799732,20,2015-07-16,20:51:08,19,5,0,0,0,0,2,0,0,3,0,45.88,45.88,0.0,0.0,Front End,4,3,False,2,2,True
807260,19,2015-07-16,20:53:04,18,2,0,0,1,0,0,0,1,0,0,13.68,13.68,0.0,0.0,Front End,2,2,False,2,0,True
583866,2,2015-07-16,20:54:30,1,8,0,0,0,0,0,0,0,5,1,84.38,75.35,9.03,0.0,Front End,8,5,False,2,1,True
885620,5,2015-07-16,20:56:06,4,3,0,0,0,0,0,1,0,0,0,48.4,48.4,0.0,0.0,Front End,3,2,False,0,0,True
476468,2,2015-07-16,20:57:55,1,2,0,0,2,0,0,0,0,0,0,5.18,5.18,0.0,0.0,Front End,2,1,False,1,1,True
201169,1,2015-07-16,20:58:37,0,4,0,0,0,0,0,0,0,0,0,16.6,16.6,0.0,0.0,Front End,3,2,False,2,0,False
676962,1,2015-07-16,20:59:40,0,4,0,0,0,0,0,0,0,2,0,18.76,18.76,0.0,0.0,Front End,4,3,False,1,0,False
473896,2,2015-07-16,21:05:20,1,9,0,0,0,0,0,0,0,5,0,82.48,82.48,0.0,0.0,Front End,9,6,False,0,0,True
524542,1,2015-07-16,21:06:32,0,2,0,0,1,0,0,0,0,0,0,7.2,7.2,0.0,0.0,Front End,2,2,False,1,0,False
934990,16,2015-07-16,21:07:19,15,1,0,0,0,0,0,0,0,1,0,93.6,93.6,0.0,0.0,Front End,1,1,False,0,0,True
758327,8,2015-07-16,21:08:15,7,5,0,0,2,0,1,0,0,0,0,43.6,43.6,0.0,0.0,Front End,5,4,False,0,0,True
419016,1,2015-07-16,21:08:58,0,3,0,0,0,0,0,0,0,0,0,14.4,14.4,0.0,0.0,Front End,3,1,False,0,0,False
970376,3,2015-07-16,21:12:12,2,2,0,0,2,0,0,0,0,0,0,5.45,5.45,0.0,0.0,Front End,2,2,False,1,1,False
824091,2,2015-07-16,21:12:44,1,1,0,0,0,1,0,0,0,0,0,23.44,23.44,0.0,0.0,Front End,1,1,False,0,0,True
95246,1,2015-07-16,21:14:13,0,8,0,0,5,0,1,0,1,0,0,57.41,57.41,0.0,0.0,Front End,8,5,False,5,0,True
955559,1,2015-07-16,21:26:09,0,2,0,0,0,1,0,0,0,0,0,17.18,17.18,0.0,0.0,Front End,2,2,False,1,0,False
99021,5,2015-07-16,21:27:11,4,5,0,0,0,0,0,0,1,1,0,35.92,35.92,0.0,0.0,Front End,5,4,False,0,0,False
459861,38,2015-07-16,21:29:55,37,16,0,0,5,3,0,0,1,2,0,112.83,112.83,0.0,0.0,Front End,14,7,False,3,3,True
233170,10,2015-07-16,21:31:07,9,2,1,0,0,0,0,0,0,0,0,39.55,39.6,0.0,0.0,Front End,2,2,True,1,0,True
946362,1,2015-07-16,21:52:04,0,1,0,0,0,0,0,0,0,1,0,14.5,14.5,0.0,0.0,Front End,1,1,False,0,0,False
757170,18,2015-07-16,21:54:40,17,2,1,0,0,0,0,0,0,1,0,8.43,8.48,0.0,2.12,Front End,3,3,True,2,1,True
257846,4,2015-07-16,22:08:30,3,9,0,0,6,0,0,0,0,1,0,31.72,31.72,0.0,0.0,Front End,8,4,False,6,0,True
605842,1,2015-07-16,22:12:19,0,10,0,0,10,0,0,0,0,0,0,31.76,31.76,0.0,0.0,Front End,10,2,False,1,0,False
889586,1,2015-07-16,22:30:54,0,1,1,0,0,0,0,0,0,0,0,2.13,2.18,0.0,0.0,Front End,2,2,True,1,0,False
760280,1,2015-07-16,22:40:21,0,8,0,0,3,0,0,0,1,4,0,29.12,29.12,0.0,7.28,Front End,8,5,False,3,0,True
649087,2,2015-07-16,22:48:33,1,10,0,0,4,1,0,0,0,2,0,54.49,54.49,0.0,0.0,Front End,10,5,False,1,2,False
820549,1,2015-07-16,15:23:48,0,2,0,0,0,0,0,0,0,0,0,12.6,12.6,0.0,0.0,Front End,2,2,False,0,0,False
251261,31,2015-07-16,15:33:22,30,5,0,0,2,1,0,0,0,1,0,38.02,38.02,0.0,0.0,Front End,5,5,False,1,4,True
554163,2,2015-07-16,15:39:20,1,5,0,0,0,0,1,0,0,0,0,31.71,31.71,0.0,0.0,Front End,5,2,False,0,1,True
131874,1,2015-07-16,15:45:42,0,8,0,0,1,0,0,0,0,3,0,51.59,51.59,0.0,0.0,Front End,8,6,False,0,0,False
373385,2,2015-07-16,15:48:54,1,4,0,0,0,0,1,0,1,0,0,47.25,47.25,0.0,0.0,Front End,4,4,False,0,0,True
574472,1,2015-07-16,15:50:02,0,4,0,0,0,3,0,0,0,1,0,45.16,45.16,0.0,0.0,Front End,4,2,False,1,0,False
585914,1,2015-07-16,15:52:53,0,4,0,0,0,0,0,0,0,2,0,45.93,45.93,0.0,0.0,Front End,4,4,False,0,0,False
443015,2,2015-07-16,15:54:33,1,1,0,0,0,0,0,0,0,0,0,3.98,3.98,0.0,0.0,Front End,1,1,False,0,0,False
120234,2,2015-07-16,15:57:25,1,3,0,0,2,0,0,0,0,1,0,10.91,10.91,0.0,0.0,Front End,3,3,False,1,1,True
386874,1,2015-07-16,15:58:30,0,2,0,0,0,0,0,0,0,0,0,20.6,20.6,0.0,0.0,Front End,2,2,False,0,0,False
288008,1,2015-07-16,16:03:09,0,2,0,0,0,0,0,0,0,1,0,16.6,16.6,0.0,0.0,Front End,2,2,False,1,0,False
862264,1,2015-07-16,16:08:40,0,8,0,0,2,0,0,0,0,0,2,68.12,55.53,12.59,0.0,Front End,8,5,False,2,0,True
959110,5,2015-07-16,16:10:30,4,4,0,0,1,0,1,0,0,1,0,24.78,24.78,0.0,0.0,Front End,4,4,False,3,1,True
642299,1,2015-07-16,16:29:26,0,1,0,0,1,0,0,0,0,0,0,10.68,10.68,0.0,0.0,Front End,1,1,False,0,0,True
554674,1,2015-07-16,16:31:42,0,1,0,0,0,0,0,0,0,0,0,12.8,12.8,0.0,0.0,Front End,1,1,False,0,0,False
241470,1,2015-07-16,16:40:19,0,13,0,0,0,0,0,1,0,0,0,176.98,176.98,0.0,0.0,Front End,11,5,False,0,0,False
165657,1,2015-07-16,17:01:57,0,17,0,0,0,0,0,0,0,6,1,173.26,163.94,9.32,0.0,Front End,16,7,False,3,0,False
324774,1,2015-07-16,17:05:01,0,6,0,0,0,0,0,0,0,6,0,74.32,74.32,0.0,0.0,Front End,6,2,False,1,0,False
943160,1,2015-07-16,17:05:58,0,3,0,0,0,0,0,0,0,3,0,22.45,22.45,0.0,0.0,Front End,3,2,False,0,0,False
215356,1,2015-07-16,17:06:59,0,2,0,0,0,0,2,0,0,0,0,45.89,45.89,0.0,0.0,Front End,2,1,False,0,0,True
926415,3,2015-07-16,17:18:48,2,2,0,0,0,1,0,0,0,0,0,28.38,28.38,0.0,0.0,Front End,2,2,False,0,0,True
881620,4,2015-07-16,17:20:44,3,5,0,0,3,0,0,0,0,0,0,28.44,28.44,0.0,0.0,Front End,5,3,False,0,0,True
614586,1,2015-07-16,17:34:21,0,38,0,0,6,0,0,2,2,2,1,288.6,275.35,13.25,0.0,Front End,32,11,False,6,0,False
667524,43,2015-07-16,17:36:11,42,4,0,0,3,1,0,0,0,0,0,27.04,27.04,0.0,0.0,Front End,4,3,False,0,0,True
604962,2,2015-07-16,17:38:51,1,1,1,0,0,0,0,0,0,0,0,2.13,2.18,0.0,0.0,Front End,2,2,True,1,0,True
124676,2,2015-07-16,17:40:27,1,5,0,0,1,0,0,0,0,3,0,45.61,45.61,0.0,0.0,Front End,5,4,False,2,0,True
124676,3,2015-07-16,17:41:32,2,1,0,0,0,0,0,0,0,0,0,0.75,0.75,0.0,0.0,Front End,1,1,False,1,0,True
919348,1,2015-07-16,17:45:35,0,5,1,0,2,0,1,0,0,0,0,33.78,33.83,0.0,0.0,Front End,6,5,True,3,0,True
763284,6,2015-07-16,17:47:02,5,3,0,0,1,0,0,0,0,0,0,8.1,8.1,0.0,0.0,Front End,3,3,False,0,0,False
265412,1,2015-07-16,17:51:56,0,16,0,0,6,0,1,0,0,6,0,118.43,118.43,0.0,0.0,Front End,16,7,False,4,0,False
350401,18,2015-07-16,17:53:55,17,5,0,0,3,0,1,0,1,0,0,42.72,42.72,0.0,0.0,Front End,5,4,False,4,1,True
53644,1,2015-07-16,17:58:05,0,12,0,0,0,0,0,0,0,3,0,66.98,66.98,0.0,0.0,Front End,12,7,False,1,0,False
344025,12,2015-07-16,18:00:42,11,5,0,0,2,0,0,0,0,0,1,47.57,32.05,15.52,0.0,Front End,5,5,False,2,2,True
12360,1,2015-07-16,10:14:22,0,3,0,0,0,0,0,0,0,0,0,45.0,45.0,0.0,0.0,Front End,3,3,False,0,0,False
106049,9,2015-07-16,10:17:08,8,10,1,0,7,0,0,0,0,0,0,67.41,67.46,0.0,0.0,Front End,9,4,True,4,0,True
272171,26,2015-07-16,10:21:31,25,2,0,0,0,2,0,0,0,0,0,32.79,32.79,0.0,0.0,Front End,2,1,False,0,0,True
698230,1,2015-07-16,10:25:04,0,4,0,0,0,0,0,1,0,0,0,53.8,53.8,0.0,0.0,Front End,4,3,False,0,0,False
346802,1,2015-07-16,10:27:09,0,3,0,0,0,0,0,0,0,0,0,12.1,12.1,0.0,0.0,Front End,3,2,False,1,0,False
635481,9,2015-07-16,10:27:56,8,2,0,0,1,0,0,0,0,0,0,8.0,8.0,0.0,0.0,Front End,2,2,False,0,0,True
256243,1,2015-07-16,10:29:27,0,10,0,0,0,3,0,0,0,4,0,84.99,84.99,0.0,0.0,Front End,9,3,False,0,0,True
777536,1,2015-07-16,10:43:32,0,11,0,0,0,0,0,0,0,9,0,91.04,91.04,0.0,0.0,Front End,7,4,False,5,0,False
475806,1,2015-07-16,10:47:30,0,12,0,0,0,0,0,1,0,2,0,103.0,103.0,0.0,0.0,Front End,9,4,False,0,0,True
722372,6,2015-07-16,10:48:35,5,2,0,0,0,0,0,0,0,1,0,11.99,11.99,0.0,0.0,Front End,2,2,False,1,0,False
128382,1,2015-07-16,10:49:29,0,1,0,0,0,0,0,0,0,0,0,35.0,35.0,0.0,0.0,Front End,1,1,False,0,0,False
790461,8,2015-07-16,10:53:24,7,3,0,0,0,0,0,0,0,1,0,20.03,20.03,0.0,0.0,Front End,2,2,False,1,1,True
367990,16,2015-07-16,11:08:18,15,46,1,0,31,0,3,1,0,4,0,339.2,339.25,0.0,0.0,Front End,47,11,True,9,6,True
251441,16,2015-07-16,11:13:52,15,2,0,0,1,0,0,0,0,1,0,13.82,13.82,0.0,0.0,Front End,2,2,False,0,0,True
257019,22,2015-07-16,11:20:41,21,5,0,0,4,1,0,0,0,0,0,9.35,9.35,0.0,0.0,Front End,5,3,False,2,2,True
550485,11,2015-07-16,11:25:47,10,5,1,0,5,0,0,0,0,0,0,11.19,11.24,0.0,0.0,Front End,6,3,True,3,0,False
53811,2,2015-07-16,11:26:45,1,3,0,0,0,3,0,0,0,0,0,21.88,21.88,0.0,0.0,Front End,3,1,False,0,1,True
343761,1,2015-07-16,11:40:06,0,6,0,0,0,0,0,0,0,4,0,30.88,30.88,0.0,0.0,Front End,6,3,False,2,0,False
406514,1,2015-07-16,11:42:16,0,9,0,0,1,1,1,0,0,5,0,77.32,77.32,0.0,0.0,Front End,9,6,False,2,0,True
260425,1,2015-07-16,11:47:09,0,3,0,0,0,0,0,0,0,1,0,15.09,15.09,0.0,0.0,Front End,3,3,False,0,0,False
197529,2,2015-07-16,11:52:12,1,3,0,0,3,0,0,0,0,0,0,30.36,30.36,0.0,0.0,Front End,3,1,False,0,0,False
392242,36,2015-07-16,12:25:22,35,7,1,0,3,0,0,0,0,4,0,71.02,71.07,0.0,0.0,Front End,6,5,True,5,2,True
466995,3,2015-07-16,12:33:35,2,8,0,0,2,0,0,0,0,0,0,31.4,31.4,0.0,0.0,Front End,6,3,False,1,3,True
117186,2,2015-07-16,12:36:01,1,1,0,0,0,0,0,0,0,0,0,35.0,35.0,0.0,0.0,Front End,1,1,False,0,0,True
137047,76,2015-07-16,12:37:36,75,3,0,0,1,0,2,0,0,0,0,34.68,34.68,0.0,0.0,Front End,3,2,False,0,0,True
977733,1,2015-07-16,12:39:09,0,1,0,0,0,0,0,0,0,0,0,21.8,21.8,0.0,0.0,Front End,1,1,False,0,0,False
825610,4,2015-07-16,12:40:58,3,3,0,0,0,0,0,0,0,2,0,11.48,11.48,0.0,0.0,Front End,3,3,False,3,1,True
431584,2,2015-07-16,12:43:13,1,2,0,0,0,0,0,0,1,1,0,29.5,29.5,0.0,0.0,Front End,2,2,False,2,0,False
467367,3,2015-07-16,12:45:03,2,3,0,0,0,0,0,0,0,0,0,28.4,28.4,0.0,0.0,Front End,2,1,False,0,1,False
264334,1,2015-07-16,12:46:06,0,3,0,0,0,0,1,0,0,0,0,35.25,35.25,0.0,0.0,Front End,3,3,False,2,0,False
475806,2,2015-07-16,12:50:28,1,2,0,0,0,0,0,0,0,2,0,21.54,21.54,0.0,0.0,Front End,2,2,False,1,0,False
680719,41,2015-07-16,12:52:41,40,7,1,0,6,0,0,0,0,0,0,24.45,24.5,0.0,0.0,Front End,7,4,True,3,1,True
712640,2,2015-07-16,12:53:33,1,3,0,0,0,0,0,0,0,2,0,22.15,22.15,0.0,0.0,Front End,3,3,False,2,0,False
701595,1,2015-07-16,12:55:54,0,7,0,0,5,0,0,0,2,0,0,35.65,35.65,0.0,0.0,Front End,7,3,False,2,0,False
674436,1,2015-07-16,13:00:05,0,2,0,0,0,0,0,0,0,0,0,11.0,11.0,0.0,0.0,Front End,2,2,False,0,0,False
92501,26,2015-07-16,13:57:32,25,7,0,0,4,1,0,0,0,0,0,43.92,43.92,0.0,0.0,Front End,7,4,False,2,0,True
819768,2,2015-07-16,13:58:49,1,5,0,0,0,0,0,0,0,0,0,34.95,34.95,0.0,0.0,Front End,5,2,False,1,0,False
94174,238,2015-07-16,14:02:06,237,6,0,0,4,0,2,0,0,0,0,59.4,59.4,0.0,0.0,Front End,6,3,False,2,1,True
257600,3,2015-07-16,14:05:10,2,1,1,0,1,0,0,0,0,0,0,3.49,3.54,0.0,0.0,Front End,2,2,True,1,0,True
972126,1,2015-07-16,14:07:17,0,5,1,0,0,2,0,0,2,0,0,107.69,107.74,0.0,0.0,Front End,6,4,True,3,0,False
205160,1,2015-07-16,14:18:03,0,2,0,0,1,0,0,0,0,0,0,9.8,9.8,0.0,0.0,Front End,2,2,False,0,0,False
894383,1,2015-07-16,14:21:45,0,4,0,0,3,0,0,0,0,1,0,10.07,10.07,0.0,0.0,Front End,4,3,False,3,0,True
396842,1,2015-07-16,15:24:34,0,1,0,0,0,0,0,0,0,0,0,12.8,12.8,0.0,0.0,Front End,1,1,False,0,0,False
564531,1,2015-07-16,15:26:00,0,2,0,0,2,0,0,0,0,0,0,2.81,2.81,0.0,0.0,Front End,2,1,False,0,0,False
789665,1,2015-07-16,15:27:39,0,3,0,0,0,0,0,0,0,3,0,11.4,11.4,0.0,0.0,Front End,1,1,False,3,0,False
397134,1,2015-07-16,15:37:54,0,10,0,0,0,0,0,0,0,0,0,37.4,37.4,0.0,0.0,Front End,10,2,False,0,0,False
580840,1,2015-07-16,16:01:49,0,2,0,0,0,0,0,0,1,0,0,12.02,12.02,0.0,0.0,Front End,2,2,False,1,0,False
120725,2,2015-07-16,16:05:49,1,5,0,0,1,0,0,0,0,0,0,166.13,166.13,0.0,0.0,Front End,5,2,False,0,0,False
37160,1,2015-07-16,16:10:15,0,7,0,0,0,0,0,0,0,0,0,18.38,18.38,0.0,0.0,Front End,7,1,False,0,0,True
410924,10,2015-07-16,16:11:41,9,1,0,0,0,0,0,0,1,0,0,17.82,17.82,0.0,0.0,Front End,1,1,False,1,1,True
245656,3,2015-07-16,16:14:45,2,20,0,0,9,0,0,0,0,4,4,113.37,80.6,32.77,0.0,Front End,18,8,False,7,1,True
450322,11,2015-07-16,16:16:35,10,8,0,0,2,0,0,1,0,4,0,65.9,65.9,0.0,0.0,Front End,8,6,False,4,1,True
951180,5,2015-07-16,16:33:14,4,9,1,0,9,0,0,0,0,0,0,34.38,34.43,0.0,0.0,Front End,10,3,True,1,0,True
826922,1,2015-07-16,16:37:04,0,2,0,0,0,0,0,0,0,0,0,114.6,114.6,0.0,0.0,Front End,2,2,False,0,0,False
837299,1,2015-07-16,16:38:17,0,2,0,0,0,0,0,0,0,0,0,49.8,49.8,0.0,0.0,Front End,1,1,False,0,0,False
449212,2,2015-07-16,16:39:59,1,1,0,0,0,0,1,0,0,0,0,16.24,16.24,0.0,0.0,Front End,1,1,False,0,0,True
478964,4,2015-07-16,16:57:14,3,5,0,0,2,0,0,0,0,3,0,29.18,29.18,0.0,0.0,Front End,5,3,False,1,0,False
602395,1,2015-07-16,17:00:03,0,5,0,0,0,0,0,0,0,0,0,21.0,21.0,0.0,0.0,Front End,5,2,False,1,0,False
106444,1,2015-07-16,17:01:23,0,1,0,0,0,0,0,0,0,0,0,14.99,14.99,0.0,0.0,Front End,1,1,False,0,0,True
681643,1,2015-07-16,17:02:09,0,1,0,0,1,0,0,0,0,0,0,3.5,3.5,0.0,0.0,Front End,1,1,False,1,0,True
687146,3,2015-07-16,17:04:50,2,13,0,0,4,4,0,0,0,4,0,109.22,109.22,0.0,0.0,Front End,12,5,False,2,3,True
551290,5,2015-07-16,17:09:21,4,13,0,0,6,0,2,0,0,2,0,144.3,144.3,0.0,0.0,Front End,13,5,False,1,1,True
78812,16,2015-07-16,17:10:48,15,6,0,0,2,0,1,0,0,2,0,85.81,85.81,0.0,0.0,Front End,5,4,False,3,0,True
954415,4,2015-07-16,17:12:33,3,6,0,0,2,0,1,0,0,2,0,42.56,42.56,0.0,0.0,Front End,6,5,False,4,0,True
85814,1,2015-07-16,17:15:24,0,9,0,0,4,4,1,0,0,0,0,121.35,121.35,0.0,0.0,Front End,8,3,False,0,0,False
76103,3,2015-07-16,17:17:11,2,5,0,0,0,0,0,0,0,5,0,39.96,39.96,0.0,0.0,Front End,4,2,False,3,0,False
922007,11,2015-07-16,17:18:05,10,1,0,0,0,1,0,0,0,0,0,35.26,35.26,0.0,0.0,Front End,1,1,False,0,0,True
908638,10,2015-07-16,17:19:06,9,5,0,0,2,2,0,0,0,1,0,34.25,34.25,0.0,0.0,Front End,4,3,False,1,0,False
508433,4,2015-07-16,17:22:27,3,1,0,0,1,0,0,0,0,0,0,8.5,8.5,0.0,0.0,Front End,1,1,False,0,0,True
330853,2,2015-07-16,17:23:23,1,4,0,0,0,0,0,0,0,0,0,28.5,28.5,0.0,0.0,Front End,3,3,False,0,1,False
39015,4,2015-07-16,17:25:19,3,3,0,0,1,0,0,0,1,1,0,12.91,12.91,0.0,0.0,Front End,3,3,False,1,2,True
106239,15,2015-07-16,17:27:02,14,2,0,0,1,0,0,0,0,1,0,7.87,7.87,0.0,0.0,Front End,2,2,False,1,1,True
631066,1,2015-07-16,17:31:44,0,8,0,0,0,0,0,0,0,0,0,39.26,39.26,0.0,0.0,Front End,5,3,False,4,0,False
968246,2,2015-07-16,17:42:21,1,6,0,0,1,1,0,0,1,0,1,41.85,27.81,14.04,0.0,Front End,6,6,False,1,0,True
547949,23,2015-07-16,17:44:06,22,7,0,0,2,0,0,0,0,3,0,46.0,46.0,0.0,0.0,Front End,7,6,False,4,4,True
263820,34,2015-07-16,17:48:17,33,7,1,0,5,0,2,0,0,0,0,99.37,99.42,0.0,0.0,Front End,8,4,True,2,1,True
17202,4,2015-07-16,17:49:23,3,1,0,0,0,0,0,0,0,1,0,5.59,5.59,0.0,0.0,Front End,1,1,False,1,0,True
551521,11,2015-07-16,17:52:13,10,7,0,0,0,0,2,0,2,2,0,52.79,52.79,0.0,0.0,Front End,7,4,False,1,2,True
462015,2,2015-07-16,17:53:19,1,6,0,0,0,0,0,0,0,0,0,45.6,45.6,0.0,0.0,Front End,6,1,False,0,0,False
69749,4,2015-07-16,17:55:05,3,12,0,0,8,0,1,0,0,0,0,84.98,84.98,0.0,0.0,Front End,12,5,False,3,0,False
736371,1,2015-07-16,17:59:05,0,2,0,0,0,0,1,0,0,0,0,17.28,17.28,0.0,0.0,Front End,2,2,False,0,0,False
356748,2,2015-07-16,18:00:10,1,4,0,0,4,0,0,0,0,0,0,3.6,3.6,0.0,0.0,Front End,4,2,False,4,1,True
316315,2,2015-07-16,17:43:56,1,17,0,0,6,1,1,0,1,3,0,61.67,61.67,0.0,0.0,Front End,17,11,False,4,10,False
450705,3,2015-07-16,17:47:04,2,5,0,0,4,0,1,0,0,0,0,13.45,13.45,0.0,0.0,Front End,5,3,False,2,0,False
692533,13,2015-07-16,17:48:51,12,2,0,0,0,0,0,0,0,0,2,17.47,0.0,17.47,0.0,Front End,1,1,False,2,0,True
289022,2,2015-07-16,17:52:59,1,13,0,0,4,3,0,0,0,0,0,63.99,63.99,0.0,0.0,Front End,5,4,False,1,1,True
385437,1,2015-07-16,18:00:55,0,8,0,0,6,0,1,0,0,0,0,57.98,57.98,0.0,0.0,Front End,8,4,False,2,0,False
73989,1,2015-07-16,18:10:16,0,11,0,0,4,0,0,1,0,1,0,73.32,73.32,0.0,0.0,Front End,10,6,False,2,0,False
854683,6,2015-07-16,18:13:36,5,6,0,0,4,0,1,0,0,1,0,47.96,47.96,0.0,0.0,Front End,6,4,False,0,0,True
569974,1,2015-07-16,18:18:53,0,3,0,0,0,0,1,1,1,0,0,31.86,31.86,0.0,0.0,Front End,3,3,False,0,0,False
901177,13,2015-07-16,18:21:17,12,2,0,0,0,0,0,0,0,0,0,8.6,8.6,0.0,0.0,Front End,2,1,False,2,2,True
67271,1,2015-07-16,18:22:44,0,2,0,0,0,0,0,0,0,0,0,79.6,79.6,0.0,0.0,Front End,2,1,False,0,0,False
590934,1,2015-07-16,18:23:59,0,4,0,0,0,0,0,0,1,2,0,32.59,32.59,0.0,0.0,Front End,4,3,False,3,0,False
852580,1,2015-07-16,18:26:46,0,10,0,0,0,0,0,0,0,1,0,393.76,393.76,0.0,0.0,Front End,8,3,False,1,0,False
495831,1,2015-07-16,18:31:27,0,3,0,0,2,0,1,0,0,0,0,6.84,6.84,0.0,0.0,Front End,3,3,False,2,0,True
945496,2,2015-07-16,18:32:31,1,4,0,0,0,0,0,0,0,0,0,25.6,25.6,0.0,0.0,Front End,4,1,False,0,0,False
42257,2,2015-07-16,18:34:13,1,2,0,0,0,0,0,0,0,0,0,28.0,28.0,0.0,0.0,Front End,2,1,False,0,0,False
772925,1,2015-07-16,18:35:12,0,4,0,0,0,1,0,0,0,0,0,36.36,36.36,0.0,0.0,Front End,3,3,False,0,0,False
270931,1,2015-07-16,18:37:51,0,5,0,0,0,0,0,0,0,0,0,52.99,52.99,0.0,0.0,Front End,5,4,False,0,0,False
764949,1,2015-07-16,18:43:37,0,3,0,0,0,0,2,0,0,0,0,26.3,26.3,0.0,0.0,Front End,3,2,False,0,0,True
885696,1,2015-07-16,18:45:50,0,7,0,0,2,0,0,0,0,4,1,56.82,49.03,7.79,0.0,Front End,7,4,False,2,0,True
158851,6,2015-07-16,18:48:46,5,1,0,0,1,0,0,0,0,0,0,8.78,8.78,0.0,0.0,Front End,1,1,False,0,0,True
636948,1,2015-07-16,18:50:56,0,3,0,0,0,0,0,0,0,0,0,34.74,15.6,19.14,0.0,Front End,3,2,False,1,0,False
348776,3,2015-07-16,18:54:36,2,5,0,0,0,1,0,0,0,2,0,27.75,27.75,0.0,0.0,Front End,5,5,False,1,0,True
777665,14,2015-07-16,18:57:12,13,11,0,0,2,0,0,0,3,3,0,60.0,60.0,0.0,0.0,Front End,11,8,False,5,6,True
919739,6,2015-07-16,18:59:59,5,5,0,0,2,0,1,0,0,1,0,68.81,68.81,0.0,0.0,Front End,5,5,False,2,0,True
31756,1,2015-07-16,19:01:21,0,3,0,0,0,0,0,0,0,3,0,22.43,22.43,0.0,0.0,Front End,3,2,False,0,0,False
961721,11,2015-07-16,19:03:11,10,4,0,0,1,0,0,0,2,1,0,27.63,27.63,0.0,0.0,Front End,4,3,False,2,2,True
45497,12,2015-07-16,19:05:54,11,4,0,0,3,0,0,0,0,0,0,8.96,8.96,0.0,0.0,Front End,4,3,False,1,0,True
